ID,グループ,施設名,郵便番号,所在地,緯度,経度,電話番号
1191,津波避難,国行ハイツ,770-0861,徳島県徳島市住吉一丁目11番20号,34.07264266,134.5656324,
1192,津波避難,国土交通省金沢宿舎,770-0871,徳島県徳島市金沢二丁目110番地の1,34.07512157,134.5847111,
1193,避難所,国府コミュニティセンター,779-3122,徳島県徳島市国府町府中59番地の4,34.071354,134.482703,
1194,避難所,国府支援学校,779-3126,徳島県徳島市国府町矢野字松木348番地,34.06431,134.475437,
1195,避難所,国府小学校,779-3124,徳島県徳島市国府町中61番地の1,34.067588,134.483408,
1196,避難所,国府中学校,779-3122,徳島県徳島市国府町府中68番地の1,34.071393,134.483631,
1197,避難所,佐古コミュニティセンター,770-0024,徳島県徳島市佐古四番町7番1号,34.078802,134.533098,
1198,避難所,佐古小学校,770-0034,徳島県徳島市南佐古四番町1番32号,34.07681,134.531153,
1199,避難所,三軒屋集会所,770-8025,徳島県徳島市三軒屋町東,34.03337966,134.5507389,
1200,避難地、広域避難場所,山城公園,770-8053,徳島県徳島市沖浜東3丁目20番地,34.05075285,134.5548969,
1201,避難所,四国大学,771-1151,徳島県徳島市応神町古川字戎子野123番地の1,34.10227403,134.553648,
1202,避難地,四国大学鶴島グラウンド,771-0117,徳島県徳島市川内町鶴島623番地,34.09606786,134.6039788,
1203,津波避難,市営住吉東団地１棟,770-0862,徳島県徳島市城東町二丁目4番28号,34.07367043,134.5778812,
1204,津波避難,市営住吉東団地２棟,770-0862,徳島県徳島市城東町二丁目4番30号,34.07385265,134.5782757,
1205,津波避難,市営住吉東団地３棟,770-0862,徳島県徳島市城東町二丁目4番33号,34.07390467,134.5776432,
1206,津波避難,市営住吉東団地４棟,770-0862,徳島県徳島市城東町二丁目4番5号,34.074281,134.578392,
1207,津波避難,市営住吉東団地５棟,770-0862,徳島県徳島市城東町二丁目4番40号,34.07433914,134.5779044,
1208,津波避難,市営城東団地１棟,770-0862,徳島県徳島市城東町一丁目5番16号,34.074295,134.574275,
1209,津波避難,市営城東団地２棟,770-0862,徳島県徳島市城東町一丁目5番13号,34.074572,134.574353,
1210,津波避難,市営城東団地３棟,770-0862,徳島県徳島市城東町一丁目5番10号,34.07475233,134.5744791,
1211,津波避難,市営城東団地４棟,770-0862,徳島県徳島市城東町一丁目5番8号,34.07504563,134.5745729,
1212,津波避難,市営城東団地５棟,770-0862,徳島県徳島市城東町一丁目3番45号,34.07553106,134.5742152,
1213,津波避難,市営城東団地６棟,770-0862,徳島県徳島市城東町一丁目3番15号,34.0756878,134.5746351,
1214,津波避難,市営末広団地１４棟,770-0866,徳島県徳島市末広四丁目10番14号,34.06465126,134.581047,
1215,津波避難,市営末広団地１５棟,770-0866,徳島県徳島市末広四丁目10番15号,34.06445255,134.5805492,
1216,津波避難,市営末広団地１６棟,770-0866,徳島県徳島市末広四丁目10番16号,34.06394272,134.5808112,
1217,津波避難,市営末広団地１７棟,770-0866,徳島県徳島市末広四丁目10番17号,34.06397368,134.5805865,
1218,津波避難,市営末広団地１８棟,770-0866,徳島県徳島市末広四丁目10番18号,34.06398496,134.5802988,
1219,津波避難,市営末広団地１９棟,770-0866,徳島県徳島市末広四丁目10番19号,34.06381915,134.5805742,
1220,避難所,市立スポーツセンター,771-0142,徳島県徳島市川内町沖島571番地の2,34.102723,134.570931,
1221,広域避難所,市立高校,770-0872,徳島県徳島市北沖洲1丁目15-60,34.073033,134.579982,
1222,避難所,市立津田幼稚園,770-8004,徳島県徳島市津田西町二丁目5番34号,34.048869,134.573928,
1223,福祉避難所、障害者施設,社会就労センターかもな,770-0045,徳島県徳島市南庄町5丁目77番地の2,34.06981,134.505351,
1224,津波避難,社会福祉法人白寿会仙寿園,770-0861,徳島県徳島市住吉四丁目11番10号,34.082615,134.568539,
1225,津波避難、避難所,住吉・城東コミュニティセンター,770-0861,徳島県徳島市住吉四丁目4番25号,34.079233,134.569462,
1226,避難所,渋野公民館,771-4267,徳島県徳島市渋野町宮前138番地,34.008696,134.527258,
1227,避難所,渋野小学校,771-4267,徳島県徳島市渋野町西池35番地の1,34.004708,134.536487,
1228,避難所,助任小学校,770-0805,徳島県徳島市下助任町1丁目1番地,34.080588,134.55679,
1229,避難所,勝占中部コミュニティセンター,770-8023,徳島県徳島市勝占町中須76番地の2,34.02037,134.554853,
1230,避難所,勝占東部コミュニティセンター,770-8012,徳島県徳島市大原町中須17番地の2,34.028147,134.567101,
1231,津波避難、避難所,昭和コミュニティセンター,770-0943,徳島県徳島市中昭和町4丁目49番地の1,34.060693,134.561593,
1232,津波避難,昭和パークハイツ,770-0943,徳島県徳島市中昭和町2丁目79番地,34.06232143,134.5587829,
1233,避難所、津波避難,昭和小学校,770-0943,徳島県徳島市中昭和町5丁目60番地,34.05909,134.563762,
1234,津波避難,昭和町８丁目団地県営住宅１・２号棟,770-0942,徳島県徳島市昭和町8丁目51番1,34.05672099,134.5690067,
1235,津波避難,昭和町８丁目団地県営住宅３・４号棟,770-0942,徳島県徳島市昭和町8丁目51番1,34.05686558,134.5686526,
1236,津波避難,松村病院,771-0117,徳島県徳島市川内町鶴島162番地,34.09455756,134.5725363,
1237,福祉避難所、障害者施設,障害者支援施設希望の郷,770-8008,徳島県徳島市西新浜町二丁目3番78号,34.041616,134.5578738,
1238,避難所,上八万コミュニティセンター,770-8040,徳島県徳島市上八万町樋口61番地,34.036978,134.507981,
1239,避難所,上八万小学校,770-8040,徳島県徳島市上八万町樋口52番地,34.036564,134.508045,
1240,避難所,上八万中学校,779-3131,徳島県徳島市下町本丁131番地,34.036925,134.483131,
1241,避難所,丈六コミュニティセンター,771-4261,徳島県徳島市丈六町八万免14番地,34.008522,134.546298,
1242,避難所,丈六保育所,771-4261,徳島県徳島市丈六町休場6番地の6,34.004375,134.544626,
1243,避難所,城ノ内中学校・高校,770-0003,徳島県徳島市北田宮一丁目9番30号,34.091199,134.546754,
1244,避難所,城西高校,770-0046,徳島県徳島市鮎喰町2丁目1番地の1,34.070005,134.502268,
1245,避難所,城西中学校,770-0005,徳島県徳島市南矢三町二丁目7番77号,34.081615,134.526959,
1246,津波避難,城東マンション,770-0863,徳島県徳島市安宅二丁目5番5号,34.06925025,134.5752407,
1247,避難所,城東高校,770-0853,徳島県徳島市中徳島町1丁目5番地,34.07245,134.559984,
1248,避難所、津波避難,城東小学校,770-0861,徳島県徳島市住吉三丁目2番5号,34.07731,134.570594,
1249,避難所、津波避難,城東中学校,770-0863,徳島県徳島市安宅三丁目2番76号,34.069728,134.577844,
1250,避難地、広域避難場所、避難所,城南高校,770-8064,徳島県徳島市城南町二丁目2番88号,34.054812,134.542431,
1251,避難所,城北高校,770-0003,徳島県徳島市北田宮四丁目13番6号,34.089725,134.53082,
1252,津波避難,伸松ビル,771-0126,徳島県徳島市川内町上別宮東33番地,34.09949776,134.5674895,
1253,避難所,新町小学校,770-0906,徳島県徳島市東山手町2丁目25番地,34.0682,134.545708,
1254,避難所,新浜交流センター,770-8007,徳島県徳島市新浜本町二丁目3番57-2号,34.04264288,134.5674835,
1255,避難所,新浜西保育所,770-8006,徳島県徳島市新浜町二丁目1番2号,34.050203,134.570289,
1256,避難所,森林林業研究所,770-0000,徳島県徳島市,34.06796691,134.5068755,
1257,福祉避難所、障害者施設,身体障害者療護施設健祥苑,771-1151,徳島県徳島市応神町古川字北25番地の1,34.10664,134.548707,
1258,避難所,生光学園,771-1152,徳島県徳島市応神町中原38番地,34.10940795,134.5326452,
1259,津波避難,西山ハイツ,770-0866,徳島県徳島市末広三丁目6番22号,34.06615916,134.5765561,
1260,避難所,西富田コミュニティセンター,770-0925,徳島県徳島市弓町1丁目17番地,34.066316,134.54596,
1261,避難所,西矢野会館,779-3128,徳島県徳島市国府町延命字地蔵木418番地の1,34.048425,134.479446,
1262,福祉避難所、高齢者施設,青香福祉会デイサービスセンター,771-0134,徳島県徳島市川内町平石住吉183番地,34.11414,134.586176,
1263,津波避難,赤沢医院,771-0142,徳島県徳島市川内町沖島68番地の1,34.10065874,134.5782684,
1264,避難所,千松小学校,770-0004,徳島県徳島市南田宮四丁目5番5号,34.085448,134.533514,
1265,避難所,川内中学校,771-0141,徳島県徳島市川内町竹須賀151番地,34.107835,134.574621,
1266,避難所,川内町民会館,771-0142,徳島県徳島市川内町沖島260番地,34.107449,134.573605,
1267,津波避難、避難所,川内南小学校,771-0114,徳島県徳島市川内町宮島本浦5番地の2,34.095031,134.583704,
1268,避難所,川内北小学校,771-0131,徳島県徳島市川内町大松133番地,34.114584,134.573982,
1269,広域避難所、避難所,蔵本公園,770-0044,徳島県徳島市庄町1丁目76番地の2,34.07450587,134.5142593,
1270,避難所,多家良中央コミュニティセンター,771-4264,徳島県徳島市多家良町小路地10番地,33.991287,134.534204,
1271,避難所,大松小学校,770-8022,徳島県徳島市大松町上野神9番地,34.023705,134.553652,
1272,津波避難,大石アパート,770-0812,徳島県徳島市北常三島町3丁目33番地の2,34.08195471,134.5637771,
1273,津波避難,第１０愛日ハイツ,771-1151,徳島県徳島市応神町古川字戎子野65番地1,34.10305554,134.5582099,
1274,津波避難,第２コーポＫＩＷＡ,770-0937,徳島県徳島市富田橋2丁目71番地,34.063926,134.5517447,
1275,津波避難,第２メゾン吉岡,770-0944,徳島県徳島市南昭和町3丁目40番地の1,34.05769278,134.5581453,
1276,津波避難,第２吉野川ハイツ,770-0866,徳島県徳島市末広四丁目1番8号,34.06717974,134.5780558,
1277,津波避難,第２郡ハイツ,770-0872,徳島県徳島市北沖洲三丁目7番6号,34.06778024,134.5902946,
1278,避難所,津田コミュニティセンター,770-8002,徳島県徳島市津田町四丁目5番55号,34.04487,134.580435,
1279,避難地、広域避難場所、避難所,津田小学校,770-8004,徳島県徳島市津田西町二丁目5番27号,34.049536,134.574594,
1280,避難所、津波避難,津田中学校,770-8004,徳島県徳島市津田西町二丁目2番14号,34.048508,134.575511,
1281,避難所,天理教国光分教会,779-3123,徳島県徳島市国府町観音寺511番地,34.06802781,134.4706778,
1282,避難所,天理教国名大教会,770-0047,徳島県徳島市名東町2丁目332番地,34.06103414,134.5001799,
1283,避難所,天理教勝浦分教会,771-4265,徳島県徳島市飯谷町高良7番地の3,33.98446509,134.5466374,
1284,避難所,天理教勝華分教会,770-8084,徳島県徳島市八万町法花谷243番地の1,34.03742176,134.5364365,
1285,避難所,天理教入田分教会,779-3133,徳島県徳島市入田町天ノ原239番地の1,34.04278331,134.4370091,
1286,避難所,天理教八万分教会,770-8076,徳島県徳島市八万町内浜173番地の3,34.04817377,134.544314,
1287,避難所,天理教名東大教会,770-0924,徳島県徳島市幟町1丁目32番地,34.06583739,134.5461513,
1288,広域避難所,田宮公園,770-0004,徳島県徳島市南田宮2丁目73-1他,34.08387028,134.5421268,
1289,避難所,島田会館,770-0051,徳島県徳島市北島田町3丁目66番地の1,34.088086,134.512419,
1290,津波避難,島田内科,771-0137,徳島県徳島市川内町平石若宮114番地,34.10535105,134.580361,
1291,避難所,東富田コミュニティセンター,770-0936,徳島県徳島市中央通4丁目18番地,34.061954,134.554805,
1292,津波避難,東洋ハイツ,770-0942,徳島県徳島市昭和町8丁目84番地,34.05518997,134.5705518,
1293,津波避難,東洋ハイツＰ−ＩＩ,770-0942,徳島県徳島市昭和町8丁目87番地,34.05577486,134.5690097,
1294,津波避難,東條ハイツ,770-0942,徳島県徳島市昭和町8丁目87番地の1,34.05522628,134.5696046,
1295,避難所,徳島カントリークラブ,779-3133,徳島県徳島市入田町月の宮227番地,34.05064619,134.4436226,
1296,避難所,徳島テクノスクール,770-0053,徳島県徳島市南島田町2丁目25番地,34.07891294,134.5104252,
1297,避難所,徳島科学技術高校,770-0006,徳島県徳島市北矢三町二丁目1番1号,34.086531,134.525543,
1298,避難所,徳島県トラック会館,770-0003,徳島県徳島市北田宮二丁目14番50号,34.09147152,134.5427292,
1299,避難所,徳島県教育会館,770-0003,徳島県徳島市北田宮一丁目8番68号,34.08998501,134.5476883,
1300,避難所,徳島県建設セン夕ー,770-0931,徳島県徳島市富田浜2丁目10番地の2,34.06711901,134.5524839,
1301,避難所,徳島県立障害者交流プラザ,770-0005,徳島県徳島市南矢三町二丁目1番59号,34.084236,134.525139,
1302,避難所,徳島県立総合看護学校（旧徳島県立看護学院）,770-0046,徳島県徳島市鮎喰町2丁目41番地の6,34.071493,134.502415,
1303,避難所,徳島市しらさぎ台まちづくり,770-8040,徳島県徳島市上八万町西山1430番地,34.031667,134.490414,
1304,避難所,徳島市社会福祉センター,770-0851,徳島県徳島市徳島町城内2番地の1,34.070505,134.556235,
1305,津波避難,徳島市消防団津田分団,770-8002,徳島県徳島市津田町四丁目4番6号,34.04442324,134.5802249,
1306,避難所,徳島市中央公民館,770-0851,徳島県徳島市徳島町城内2番地の1,34.070229,134.556235,
1307,避難所,徳島市農村環境改善センター,779-3118,徳島県徳島市国府町井戸字高池窪48番地,34.086958,134.486417,
1308,津波避難、避難所,徳島市立高校,770-0872,徳島県徳島市北沖洲一丁目15番60号,34.073033,134.579982,
1309,避難所,徳島市立体育館,770-0851,徳島県徳島市徳島町城内6番地,34.076346,134.549954,
1310,津波避難、避難所,徳島商業高校,770-0862,徳島県徳島市城東町一丁目4番1号,34.074783,134.573289,
1311,避難所,徳島大学常三島体育館,770-0814,徳島県徳島市南常三島町1丁目1番地,34.07825381,134.5608178,
1312,広域避難所,徳島大学総合運動場,770-0812,徳島県徳島市北常三島町3丁目41-1,34.08065602,134.5663372,
1313,避難所,徳島大学蔵本体育館,770-0044,徳島県徳島市庄町1丁目78番地,34.07470488,134.516205,
1314,避難地、広域避難場所,徳島中央公園,770-0851,徳島県徳島市徳島町城内1番外,34.07394544,134.5574826,
1315,避難所,徳島中央高校,770-0006,徳島県徳島市北矢三町一丁目3番8号,34.088031,134.526626,
1316,避難所,徳島中学校,770-0807,徳島県徳島市中前川町3丁目16番地,34.080477,134.552429,
1317,避難所,徳島文理大学,770-8055,徳島県徳島市山城町西浜傍示180番地,34.053952,134.557874,
1318,避難所,徳島文理中高等学校,770-8054,徳島県徳島市山城西四丁目20番地,34.048314,134.556068,
1319,福祉避難所、高齢者施設,特別養護老人ホームピア,770-8070,徳島県徳島市八万町大野5番地の5,34.043814,134.549986,
1320,福祉避難所、高齢者施設、避難所,特別養護老人ホーム青葉荘,771-4265,徳島県徳島市飯谷町上里42番地の1,33.96640106,134.5487834,
1321,避難所,内町コミュニティセンター（幸町会館）,770-0847,徳島県徳島市幸町3丁目71番地の1,34.06873101,134.5547511,
1322,避難所,内町小学校,770-0851,徳島県徳島市徳島町城内1番地の15,34.076588,134.550902,
